,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jeffreestar
208,youtube#playlistItem,bW8n-TnYbtp9X47NAwmstqqG79k,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlV1d0FmRFNLWm00,2017-09-27T17:13:29Z,UCkvK_5omS-42Ovgah8KRKtg,MINI VELOUR LIQUID LIPSTICKS: Reveal & Swatches | Jeffree Star Cosmetics,"Introducing... The Mini Velour Liquid Lipstick NUDES: VOLUME ONE  LAUNCHING SEP. 30TH @ 10AM PST / 1PM EST RETAIL PRICE: $52.00 SHADES INCLUDING IN THE BUNDLE: Skin Tight, Mannequin, Celebrity Skin, Post Spice, Rose Matter, Gemini, Leo & Androgyny  💄*SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  JACKET BY: Jeffree Star Cosmetics - COMING SOON  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Anikdote x Absent Faith  ► ”Heavens Gate (feat. Oriental Cravings)” - https://www.youtube.com/watch?v=0Qj1S4XHk0Y  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,207,youtube#video,UuwAfDSKZm4,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-27,1933370
209,youtube#playlistItem,BVPXi1Nh02nRDYYvz2YzqW3Kmfk,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnRxUkMzU3ZqcXQw,2017-09-24T20:57:19Z,UCkvK_5omS-42Ovgah8KRKtg,LAURA LEE ♥ CAT'S PAJAMAS PALETTE: Review & Swatches,"HEY EVERYONE! 🐱 Today we are testing out Laura Lee's new makeup line!!! Her first product launching on OCT. 13TH is an eyeshadow palette called Cat's Pajama's!! This palette has 10 shades and will retail for $40! CONGRATS LAURA!!!!! Seeing a fellow YouTuber follow their dreams and start a company is inspiring and remember: ANYONE can do it!!!! I didn't expect anything less than stellar from her, but you can see how the palette performs in this review for yourself XO  💄*SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  TOP BY: Louis Vuitton FOUNDATION: Fenty Beauty - Pro Filt'r Soft Matte Foundation MASCARA: Benefit - Rollerlash Mascara ► http://seph.me/2vuqwa1 LIPSTICK: Jeffree Star Cosmetics - 'Mannequin' Liquid Lipstick ► http://bit.ly/29dat6T  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Dewfqwop ► ""Say The Word (feat. The Rhttps://www.youtube.com/watch?v=BXuiGkthhxYhttps://www.youtube.com/watch?v=Pd7PJFENYec  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,208,youtube#video,tqRC3Svjqt0,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-24,2010402
210,youtube#playlistItem,PBmhRHuiOk0COrSCuqROlWnOq4Q,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjRZWF8xd3FsLVh3,2017-09-22T16:56:38Z,UCkvK_5omS-42Ovgah8KRKtg,TESTING EXPENSIVE $$$ AF LIQUID LIPSTICKS | Jeffree Star,"HEEEEY EVERYONE! Today I'm testing out *NEW* EXPENSIVE liquid lipsticks that just recently launched!! There are 4 brands that just launched their liquid lip formula so I thought what better way than to test them out in one video and see which ones are good.. and which ones are flops! CAN YOU GUESS WHICH ONE WON??   THE PRODUCTS I TESTED OUT ARE: YSL Beauty - Tatouage Couture Liquid Matte Lip Stain SMASHBOX - Always On Liquid Lipstick Guerlain - Intense Liquid Matte Lipstick Charlotte Tilbury - Hollywood Lips liquid  💄*SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  DRESS BY: Balmain  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Dewfqwop ► ""Say The Word (feat. The Rhttps://www.youtube.com/watch?v=BXuiGkthhxYhttps://www.youtube.com/watch?v=Pd7PJFENYec  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,209,youtube#video,4YX_1wql-Xw,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-22,3735270
211,youtube#playlistItem,F4XFa2IahDDgk99SXlhehwE_mVI,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLk1aWTNnZWdZTEFV,2017-09-13T18:41:02Z,UCkvK_5omS-42Ovgah8KRKtg,ADVENTURES IN BORA BORA... NATE'S BIRTHDAY VLOG!!!!!,"HEY EVERYONE! Here is our Bora Bora travel vlog we filmed for Nathan's birthday!!! Some of our best friends and I surprised Nate and took him to this magical island! Manny MUA, Laura Lee, Lipstick Nick and our BFF's all had the best time ever! Hope you enjoy this candid footage from our vacation. XOXO  *SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  VIDEO FILMED + EDITED BY: Christian Henry Smith HOTEL: Four Seasons NATE'S BDAY: AUG 19TH! (LEO'S WHATS UP!)  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: Unkownn Brain ► MATAFAKA (feat. Marvin Divine) Unknown Brain ► Inspiration (feat. Avila) Never Let You Go (courtesy from Audio Network) Lost Terra ► Nothing Ever Happens Dream Junkies ►I Got The Juice",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,210,youtube#video,MZY3gegYLAU,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-13,6855669
212,youtube#playlistItem,hrcDjUQAiPc1WnRofgqZCOXHD_Y,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnA3Q1J0MkNGdW9r,2017-09-10T17:36:14Z,UCkvK_5omS-42Ovgah8KRKtg,TESTING 'SEX PROOF' MASCARA... WITH NATHAN,"Who's ready to see if the Urban Decay ""Sex Proof"" Troublemaker mascara really works?? Watch and see the real tea! ⛓  *SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  BATH ROBE BY: UGG  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,211,youtube#video,p7CRt2CFuok,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-10,9709615
213,youtube#playlistItem,C3mFXN5kUWjxw9QHJWOemCzjR8w,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjRMd3BHYURLbVo4,2017-09-08T21:50:21Z,UCkvK_5omS-42Ovgah8KRKtg,FENTY BEAUTY by RIHANNA... Is It Jeffree Star Approved?!,"HEY EVERYONE! Today I'm doing a review and first impressions on Rihanna's new makeup line FENTY BEAUTY! Last night I got to go to her launch party in New York City and it was amazing!! I didn't want to wait until I was home to film a review, so I filmed at my hotel in bed and did a first impressions right when I woke up! Let me know in the comments below what your favorite product was!!!!! Is her makeup line Jeffree Star Approved??? WATCH AND FIND OUT!!!!  🔥WATCH ME TEST FENTY BODY LAVA & THE GLITTER POM POM ▷ https://bit.ly/2HtdRtp  *SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  ROBE BY: UGG  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► TARI & YIX ► ""Bliss” - https://www.youtube.com/watch?v=Pd7PJFENYec  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,212,youtube#video,4LwpGaDKmZ8,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-08,13257465
214,youtube#playlistItem,HIi58i_4TeNzc9umVtIm7QiiL34,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjRjbXA0Y0hVWlEw,2017-09-06T16:18:21Z,UCkvK_5omS-42Ovgah8KRKtg,FULL FACE USING ONLY NYX PRODUCTS! | Jeffree Star,Here is the much anticipated FULL FACE using ONLY NYX PRODUCTS!!!!! How many products worked??? And how many were misses?? Watch and find out the real tea. #JeffreeStarApproved or Nah???  *SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreestar + TWITTER: @jeffreestar  ROBE BY: Versace  WATCH MORE VIDEOS...................❤️🔥  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  FULL FACE USING ONLY E.L.F. PRODUCTS ► http://bit.ly/2jdIzNC  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  Axol - Mars,jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,213,youtube#video,4cmp4cHUZQ0,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-06,6881985
215,youtube#playlistItem,KUBEHgiJYvFaFz8KauEyAu4HaGo,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlhvWEhfa1pGNTh3,2017-09-04T17:01:32Z,UCkvK_5omS-42Ovgah8KRKtg,MAGIC GLITTER TRANSFORMING LIQUID LIPSTICK... Is It Jeffree Star Approved?,"HEY EVERYONE! We all know by now I'm a glitter obsessed queen, so when I saw the Ciaté London GLITTER FLIP liquid lipsticks... I WAS GAGGING!!! This is a new formula on the market that really hasn't been done before! I love brands who create something fresh and fun! Allegedly these apply like a normal liquid lip, but when it dries and you press your lips together, BAMMMMMM... the glitter is activated and comes thru! DO THEY WORK OR ARE THEY A GIMMICK *Laura Lee voice*??? Watch and find out. #JeffreeStarApprovedOrNah??  *SHOP* THE BRAND NEW #JeffreeStarCosmetics FASHION ► http://bit.ly/2hP94cU  NEW YORK & EAST COAST SUBSCRIBERS!!! I'm returning as one of the MAIN SPONSORS for the #NYC RuPaul's DragCon on 9/9-9/10!!!!!! Come shop my ENTIRE brand and meet me, Manny & Laura Lee! 💄 Use code 'JEFFREE' to save 10% off your tickets! MORE INFO HERE: http://rupaulsdragcon.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  DRESS BY: Balmain FOUNDATION: YSL Beauty - All Hours CONTOUR: KKW Beauty Powder Kit HIGHLIGHT: Jeffree Star Cosmetics - 'Platinum Ice' Skin Frost™ Pro Palette launching end of September! EYES: Natasha Denona 'LILA"" palette  WATCH MORE VIDEOS...................❤️  💄 WATCH MY JOUER X JEFFREE STAR COLLAB LIP TOPPER REVEAL ► http://bit.ly/2ixqvzz  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Debris & Our Psych ► ""Omertà” - https://www.youtube.com/watch?v=1TdFHbzu0CY  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,214,youtube#video,XoXH_kZF58w,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-09-04,4264992
216,youtube#playlistItem,TS2hGlaXmEBmyR5bJbAJLmu4wfo,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjR3bFhleTg5bmZB,2017-08-31T17:54:38Z,UCkvK_5omS-42Ovgah8KRKtg,TRYING OUT BROW WIGS!!!! Are They Jeffree Star Approved?!,"HIIII EVERYONE! Today I'm testing out BROW WIGS!!!! When I saw this product, I thought it was such a cool idea!! For someone like me who has NO brows, I thought I was the perfect candidate to give these a test drive. Brow wigs are literally hand made, human hair brows, made for people who have hair loss, had medical treatments etc But DID THIS PRODUCT WORK?? Watch and find out if they're Jeffree Star Approved!  🔥 BUY MY BENEFIT COSMETICS LIMITED ED. Desert Island Pick: #RollerLash Mascara ► http://seph.me/2vuqwa1  *PURCHASE THE BEAUTY STOWAWAYS KIT for only $32!! Exclusively IN SEPHORA + on Sephora.com! ► http://seph.me/2wL26t8  NEW YORK & EAST COAST SUBSCRIBERS!!! I'm returning as one of the MAIN SPONSORS for the #NYC RuPaul's DragCon on 9/9-9/10!!!!!! Come shop my ENTIRE brand and meet me, Manny & Laura Lee! 💄 Use code 'JEFFREE' to save 10% off your tickets! MORE INFO HERE: http://rupaulsdragcon.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  JACKET COMING SOON!! LIPSTICK WORN: Charlotte Tilbury - Kim K W FOUNDATION: YSL Beauty - All Hours  WATCH MORE VIDEOS...................❤️  💄 WATCH MY JOUER X JEFFREE STAR COLLAB LIP TOPPER REVEAL ► http://bit.ly/2ixqvzz  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Phantom Sage ► ""When I'm Gone” - https://www.youtube.com/watch?v=tAAUoLcf05k  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,215,youtube#video,4wlXey89nfA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-08-31,4622554
217,youtube#playlistItem,Z-0DFl1Ot_wIZSgH-HEI1hffTW8,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLloySHRMSzdEUTNn,2017-08-25T18:39:58Z,UCkvK_5omS-42Ovgah8KRKtg,KIM K DRAMA?! KKW POWDER CONTOUR & HIGHLIGHT KIT REVIEW | Jeffree Star,"I just landed back home from my vacation in Bora Bora and HAD to test out the infamous KKW Beauty powder contour & highlight kits! Last week had so much controversy surrounding me addressing Kim K's swatches of this product... I felt like they looked REALLY chalky and I wasn't the only one... The entire internet blew up about it and agreed. Kim later went on a SnapChat rant which I included in the video, defending what I said and the internet went nuts... As always, I'm here for the FACTS and not the drama. Hope you love this review and thank you for watching!!!  🔥 BUY MY BENEFIT COSMETICS LIMITED ED. Desert Island Pick: #RollerLash Mascara ► http://seph.me/2vuqwa1  *PURCHASE THE BEAUTY STOWAWAYS KIT for only $32!! Exclusively IN SEPHORA + on Sephora.com! ► http://seph.me/2wL26t8  NEW YORK & EAST COAST SUBSCRIBERS!!! I'm returning as one of the MAIN SPONSORS for the #NYC RuPaul's DragCon on 9/9-9/10!!!!!! Come shop my ENTIRE brand and meet me, Manny & Laura Lee! 💄 Use code 'JEFFREE' to save 10% off your tickets! MORE INFO HERE: http://rupaulsdragcon.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  TOP BY: Balmain HORSE RING BY: Hermes LIPSTICK WORN: Jeffree Star Cosmetics - 'Mannequin' Liquid Lipstick ► http://bit.ly/29dat6T  WATCH MORE VIDEOS...................❤️  💄 WATCH MY JOUER X JEFFREE STAR COLLAB LIP TOPPER REVEAL ► http://bit.ly/2ixqvzz  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH ME REVIEW THE MOSCHINO + SEPHORA COLLECTION ► http://bit.ly/2w56KnB  MUSIC: ► Phantom Sage ► ""When I'm Gone” - https://www.youtube.com/watch?v=tAAUoLcf05k  (courtesy of NoCopyrightSounds)  The footage in this video falls under Fair Use Law 107 allowing for education, comment and criticism. Any research done to obtain information about the content of this video is done by myself and presented to the best of my knowledge. The intent of this video is to create a conversation in which people can share their thoughts and opinions on the issues contained in the video.",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,216,youtube#video,Z2HtLK7DQ3g,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-08-25,8355158
218,youtube#playlistItem,t71CG0Jnb2ulAuSDvfDvtkMZuG8,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLk0zU2xKQzVvcklN,2017-08-23T18:01:52Z,UCkvK_5omS-42Ovgah8KRKtg,ROLLER WHEEL EYELINER… TRYING WEIRD MAKEUP | Jeffree Star,"I think by now the entire makeup community has seen the crazy and unique ""Roller Wheel"" eyeliner by MAC Cosmetics. I have been dying to put it to the test and see if it actually works... I definitely was getting pizza cutter vibes from the applicator, anyone else??? WATCH and see if this weird makeup product is Jeffree Star Approved!  🔥 BUY MY BENEFIT COSMETICS LIMITED ED. Desert Island Pick: #RollerLash Mascara ► http://seph.me/2vuqwa1  *PURCHASE THE BEAUTY STOWAWAYS KIT for only $32!! Exclusively IN SEPHORA + on Sephora.com! ► http://seph.me/2wL26t8  NEW YORK & EAST COAST SUBSCRIBERS!!! I'm returning as one of the MAIN SPONSORS for the #NYC RuPaul's DragCon on 9/9-9/10!!!!!! Come shop my ENTIRE brand and meet me, Manny & Laura Lee! 💄 Use code 'JEFFREE' to save 10% off your tickets! MORE INFO HERE: http://rupaulsdragcon.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH READING MEAN COMMENTS FEAT. MANNY MUA ► http://bit.ly/2onxxZ0  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH MANNY & l's FIRST EVER VIDEO WE FILMED TOGETHER ► http://bit.ly/2hX9deU  MUSIC: ► Lennart Schroot & Unknown Brain ► ""Kuyenda (feat. Sru)” - https://www.youtube.com/watch?v=mmE9jmX6Tpk  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,217,youtube#video,M3SlJC5orIM,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-08-23,4063773
219,youtube#playlistItem,BFeGDxEtTbdEAZiOgIUZg2Dt3no,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLi1yeEc4bi0tNS1Z,2017-08-20T18:16:23Z,UCkvK_5omS-42Ovgah8KRKtg,TESTING MAGICAL COLOR CHANGING MAKEUP! feat. LAURA LEE,"HIIIIIIIDEE HO EVERYONE! Today I invited Laura Lee over to test out some crazy color changing makeup!!! We found a new black blush that is supposed to change pink and some magical color changing lipsticks!!!! DO THEY WORK??? I was scared to see the results because you NEVER know what to expect when Laura and I get together!!! THANKS FOR WATCHING US!! WE LOVEEEE YOU!  WATCH LAURA'S VIDEO FEAT. ME where we TEST OUT SKIN COLOR CHANGING FOUNDATION! 🌈 https://youtu.be/x09-00obY5s  🔥 BUY MY BENEFIT COSMETICS LIMITED ED. Desert Island Pick: #RollerLash Mascara ► http://seph.me/2vuqwa1  *PURCHASE THE BEAUTY STOWAWAYS KIT for only $32!! Exclusively IN SEPHORA + on Sephora.com! ► http://seph.me/2wL26t8  NEW YORK & EAST COAST SUBSCRIBERS!!! I'm returning as one of the MAIN SPONSORS for the #NYC RuPaul's DragCon on 9/9-9/10!!!!!! Come shop my ENTIRE brand and meet me, Manny & Laura Lee! 💄 Use code 'JEFFREE' to save 10% off your tickets! MORE INFO HERE: http://rupaulsdragcon.com  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  💄 WATCH READING MEAN COMMENTS FEAT. MANNY MUA ► http://bit.ly/2onxxZ0  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH MANNY & l's FIRST EVER VIDEO WE FILMED TOGETHER ► http://bit.ly/2hX9deU  MUSIC: ► Kraken ► ""Light” - https://www.youtube.com/watch?v=c2blWWN7JuE  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,218,youtube#video,-rxG8n--5-Y,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-08-20,2973720
220,youtube#playlistItem,FhQT6Wk5SZHIUhRqp899u8jOoiI,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLklxYXR1UzgtREw0,2017-08-19T19:13:17Z,UCkvK_5omS-42Ovgah8KRKtg,JEFFREE STAR X JOUER COSMETICS - LIP TOPPER COLLAB REVEAL!!,"HEY EVERYONE!!!! 🍬 Today I'm unveiling my collaboration with Jouer Cosmetics!! I've been such a huge fan of their brand and my favorite product from their line is the Lip Topper™!!!!! I wanted to create a JEFFREE shade and we made the most delicious color!! 💖 I'm honored to work with a brand who let me have creative control and is willing to be open about my charity ideas! ALL of MY profits earned from this collab will be going to the LGBTQ Center in Los Angeles to help kids and people in need. THANK YOU ALL for letting me have this opportunity and supporting everything I do!  🍭INTRODUCING... ""SWEET TOOTH"" -  a metallic shimmering candy pink lippie perfect for wearing alone, or over any liquid lipstick!  🌈WHEN IS IT LAUNCHING??? 8/26/17 @ 10AM (PST) / 1PM (EST) RETAIL PRICE: $16 AVAILABLE ON: http://www.jouercosmetics.com http://www.beautylish.com & http://www.beautybay.com  *ON THE JOUER WEBSITE, use code 'JSTAR' at checkout to save some coin!!!!!  👄FOLLOW NICOLE ON IG: @lipsticknick_  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + FACEBOOK: https://www.facebook.com/JeffreeStar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️🔥  💄 WATCH READING MEAN COMMENTS FEAT. MANNY MUA ► http://bit.ly/2onxxZ0  💉 FULL FACE USING ONLY MAYBELLINE PRODUCTS! ► http://bit.ly/2rdsIjR  🔮 WATCH ME COVER MY TATTOOS WITH MAKEUP! ► http://bit.ly/2mgmukb  ⚰️ WATCH MANNY & l's FIRST EVER VIDEO WE FILMED TOGETHER ► http://bit.ly/2hX9deU  MUSIC: ► Michael White  ► ”Angels Anthem” - https://www.youtube.com/watch?v=L5wEK3hz0xY  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,219,youtube#video,IqatuS8-DL4,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2017-08-19,1951872
