,kind,etag,id,snippet.publishedAt,snippet.channelId,snippet.title,snippet.description,snippet.channelTitle,snippet.playlistId,snippet.position,snippet.resourceId.kind,snippet.resourceId.videoId,snippet.videoOwnerChannelTitle,snippet.videoOwnerChannelId,publish_date,viewcount_jeffreestar
72,youtube#playlistItem,HxnbrEDvECjrOJXhgu4_i1L6lHI,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkRwanV1X0dZOTJ3,2019-09-20T17:00:26Z,UCkvK_5omS-42Ovgah8KRKtg,The Truth... Lady Gaga Makeup Review,"HEY EVERYONE… Welcome BACK to my channel! Today I'm testing out Lady Gaga's new makeup line, Haus Laboratories! This Amazon exclusive release has several products and I'm trying them all to see what the tea is on the formula, packaging and price!   WANT MORE?? 💄 WATCH Me Switch Lives w The Dolan Twins ► https://www.youtube.com/watch?v=Fzz6C5rXNTk  ⭐ SHOP the Magic Star™ Concealer & Setting Powders: https://bit.ly/2GvMZdU 🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-star You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR GENERAL MAKEUP FOR THE FIRST TIME ▷ https://bit.ly/2kptBHy  MUSIC: Whales & Ggnoaa  ► Paranoia - https://www.youtube.com/watch?v=y_oYnDqYPtw(courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,71,youtube#video,Dpjuu_GY92w,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-09-20,11056113
73,youtube#playlistItem,a3kn9rBxVCThrs_M3U10UI9NTBs,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkZ6ejZDNXJYTlRr,2019-09-17T20:01:03Z,UCkvK_5omS-42Ovgah8KRKtg,Switching Lives With The Dolan Twins,HEY EVERYONE… Welcome BACK to my channel! Today I'm switching lives with the Dolan Twins and becoming Jeff Dolan! I wanted to give myself a huge challenge and try and live like someone who has a completely different life than me. Ethan and Grayson took me on a whole day of adventures and what they do on the daily... Buckle up and join me on this insane journey!  🔥WATCH THE DOLAN TWINS SWITCH LIVES WITH ME: https://www.youtube.com/watch?v=CPW8q7_bOZU FOLLOW The Dolan Twins Channel: https://www.youtube.com/thedolantwins  Grayson’s IG: https://www.instagram.com/graysondolan  Ethans’ IG: https://www.instagram.com/ethandolan   WANT MORE?? 💄 WATCH Body Painting Clothes on The Dolan Twins ► https://www.youtube.com/watch?v=cmEUEdy4_us  ⭐ SHOP the Magic Star™ Concealer & Setting Powders: https://bit.ly/2GvMZdU 🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-... You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR GENERAL MAKEUP FOR THE FIRST TIME ▷ https://bit.ly/2kptBHy  MUSIC: Rob Gasser  ► Hollow (ft. Veronica Bravo) - https://www.youtube.com/watch?v=L14hxW2SN68 (courtesy of NoCopyrightSounds),jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,72,youtube#video,Fzz6C5rXNTk,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-09-17,18315456
74,youtube#playlistItem,CV2vi4b_0MeV7uTvfExxOilVRwE,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjdrcERBOHdnT3JV,2019-09-15T17:00:12Z,UCkvK_5omS-42Ovgah8KRKtg,Trying Dollar General Makeup For The First Time,"HEY EVERYONE… Welcome BACK to my channel! Today I'm in Grand Rapids, Michigan and I'm going to a #DollarGeneral store for the first time!! Allegedly they have a makeup line called Believe Beauty and the products are ALL $5.00 or less!! Will any of these makeup products be Jeffree Star Approved?? Let's find out...  WANT MORE?? ⭐️ Getting Rid Of $1,000,000 of Makeup w. Shane Dawson ▷ https://bit.ly/2T5jDX6  🔥THIS VIDEO HAD A HUGE GIVEAWAY THAT IS NOW OVER!!!  CONGRATS TO MY 2 GRAND PRIZE Birkin Bag Winners!! @alexis_brianna24 @just.alyssa_  The #MorphexJeffreeStar PR package winners are: @faychen_makeup @omggqueenellie @shortiemiaaa @haley_quillen @missmountainmermaid @grace_alexandraa_  THANK YOU to all my loyal subscribers and the Star Family! As always, everyone is picked at random from Instagram! I will be doing giveaways every few weeks for the rest of the year so saddle up!   LOVE YOU - Jeff Dolan AKA JSTAR AKA Jeffree Lynn  ⭐ SHOP the Magic Star™ Concealer & Setting Powders: https://bit.ly/2GvMZdU  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  MUSIC: Jim Yosef & Alex Skrindo  ► Ruby - https://www.youtube.com/watch?v=Np-Y8ClGgRk (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,73,youtube#video,7kpDA8wgOrU,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-09-15,14853126
75,youtube#playlistItem,0TPVm0epEmM9rGYtwz9-z3luWKo,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLk5nR1RtQ3JWY1RF,2019-09-11T17:01:07Z,UCkvK_5omS-42Ovgah8KRKtg,Private Jet Burger King Mukbang 🍔 Trying The Impossible Whopper,"HEY EVERYONE... Hi, How Are Ya? Today Nathan, Zach, Christian and all 5 dogs hop on the private jet and head to our second home in Grand Rapids, Michigan! We HAD to try the new Burger King Impossible Whopper so we did a mukbang on the plane and ate ALOT of food.. Maybe too much! Time to enjoy some vacation time here in the mitten... Love you guys so much!  🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-star You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,74,youtube#video,NgGTmCrVcTE,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-09-11,6723399
76,youtube#playlistItem,dN5FN0DBJlENiSkyDs7YQAcC4ck,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLjlLWm9PQ3dTQWxB,2019-09-06T17:04:51Z,UCkvK_5omS-42Ovgah8KRKtg,I Followed My 100 Year Old Grandma's Favorite Makeup Tutorial,"HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya? My grandmother turned 100 years old this year!! Can you believe that?? One word: Iconic!!! Grandma Star has been wearing bright red blush for 50 years and is a huge makeup lover! She sent me one of her favorite tutorials that she recently saw on Facebook and sent it to me! This video was her idea and she's the sweetest! I'm grateful to have her in my life and thankful for her support!  Watch the original video by Glamour Daze here ▷ https://www.youtube.com/watch?v=094Y63BmXZ4 (Narrated by makeup consultant Marla Craig. Model is Rena Alden)  🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-star You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  PRODUCTS USED: La Mer - The Soft Fluid Foundation Jeffree Star Cosmetics - Magic Star™ Concealer - https://bit.ly/2lWSOJz Marc Jacobs Beauty - 'Lines & Last Night' Air Blush La Mer - The Bronzer Powder Jeffree Star Cosmetics - 'Rose' Magic Star™ Setting Powder - https://bit.ly/2XRx3wb Jeffree Star Cosmetics - Jawbreaker Palette - https://bit.ly/2JNL2fC Morphe x Jeffree Star Brush Collection - https://bit.ly/2lzFR8A MAC Cosmetics 'Blacktrack' Pro Longwear Fluidline Gel Eye Liner Tom Ford - Badass Mascara Jeffree Star Cosmetics 'Skin Tight' Velour Liquid Lipstick and THE GLOSS shade 'Crystal Kiss' Top by: Louis Vuitton  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  MUSIC: Ascence  ► About You - https://www.youtube.com/watch?v=bXHfrdi_fsU (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,75,youtube#video,9KZoOCwSAlA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-09-06,14830519
77,youtube#playlistItem,P3sq-NpOO_r2WslzOAHz4dyP-2w,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkFsdDVQdlFHb1Vv,2019-08-28T17:00:08Z,UCkvK_5omS-42Ovgah8KRKtg,My REAL FRIENDS Do My Makeup,"HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya? Today we are having a makeup artist battle! Two of my best friends who both happen to be amazing makeup artists, are going to each do half of my face! Lipstick Nick & Mmmmitchell are both so talented and I've traveled the world with them both, sharing our love and education of the beauty world! I had so much fun filming this, couldn't be more proud of both of them!  🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-star You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  FOLLOW NICOLE ON IG: https://www.instagram.com/lipsticknick/ FOLLOW Mmmmitchell on INSTAGRAM: https://www.instagram.com/mmmmitchell/  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  😱 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  MUSIC: Ascence  ► About You - https://www.youtube.com/watch?v=bXHfrdi_fsU (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,76,youtube#video,Alt5PvQGoUo,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-08-28,5083650
78,youtube#playlistItem,MAuZlBop-TRuToMXTVM6F3krEwA,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnhlNTVIVmhQcmxv,2019-08-11T17:00:05Z,UCkvK_5omS-42Ovgah8KRKtg,We Stayed At The Taco Bell Hotel!,"HEY EVERYONE... Welcome BACK to my channel!!! Hi, How Are Ya? On today's adventure, Nathan and I are off to the city of Palm Springs to stay at the new TACO BELL HOTEL!! 🌮  Come on our crazy journey of staying on opening night of THE BELL! We try secret food items that are exclusive to the hotel and meet the iconic chef who invented the Nacho Fries!  ⭐ SHOP Jeffree Star Cosmetics JAWBREAKER Collection: https://bit.ly/2Kyml7F 💖 SHOP THE OG MORPHE X JEFFREE STAR BRUSH & SPONGE COLLECTION ▷ https://bit.ly/2UFLvCb  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔥 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  💵 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  😇 FULL FACE OF BRANDS THAT DON'T HATE ME... YET ▷ https://www.youtube.com/watch?v=FNOBDEEusmI  MUSIC: Mike Vallas & Jagsy & quaggin ►  Left My Heart In Pain  - https://www.youtube.com/watch?v=hiK6LkKsqpo  (courtesy of NoCopyrightSounds) Kozah  - Travel Again - https://www.youtube.com/watch?v=TEAoPiZWnsQ Glude - Breathe - https://www.youtube.com/watch?v=ulPvZFgoGYk",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,77,youtube#video,xe55HVhPrlo,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-08-11,16995219
79,youtube#playlistItem,DB9mZUruK_w7x80ESMAUM_WUOo0,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLlBoeG1oWGxWNDJV,2019-08-06T17:00:03Z,UCkvK_5omS-42Ovgah8KRKtg,Jeffree Star x Morphe Artistry Palette Reveal!,"🍓 SHOP THE JEFFREE STAR x MORPHE PART 2 COLLECTION: https://www.morphe.com/pages/jeffree-star You can now use code JSTAR at checkout on Morphe.com for 10% OFF ANY Morphe product!  HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya? Today I'm revealing PART 2 of the Morphe x Jeffree Star collaboration!!! Earlier this year I launched a 7 piece brush set with Morphe and it was just the beginning of a major collection we've been working on!   ⭐️ The MORPHE x JEFFREE STAR 30 pan Artistry Palette - (retail: $35.00) - VEGAN. Cruelty-Free.  🍓 The Star-Berry Set and Refresh Mist ($18.00) VEGAN. Cruelty-Free.  💖 10 piece EYE BRUSH Collection w/ bag ($42.00) Note: Brushes will also be available for individual purchase! Collection includes:  JS5 Crease Kween Brush JS6 Rule Blender Brush JS7 Double Trouble Brush JS11Blunt Packer Brush JS14 Happy Ending Liner Brush JS8 Drama Crease Brush JS13 Pom Crease Brush JS10 Diva Crease Brush JS12 Sport Mode Blender Brush JS9 The Fluffer Crease Brush Superstar Bag  🎀 JEFFREE STAR X MORPHE BEAUTY SPONGE TRIO! ($16.00) Highlight & Contour Beauty Sponge 2 Mini Highlight & Contour Beauty Sponges  💖 SHOP THE OG MORPHE X JEFFREE STAR BRUSH COLLECTION ▷ https://bit.ly/2UFLvCb  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  🍔 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  MUSIC: INTRO: Jeffree Star ► Beauty Killler - https://www.youtube.com/watch?v=yLBHooqolaw ► Elektronomia ► Heaven  - https://www.youtube.com/watch?v=uDmgZlkOQ5w  (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,78,youtube#video,PhxmhXlV42U,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-08-06,7597874
80,youtube#playlistItem,7wiNmyoCuEc00DzXOtE4x42nmkA,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnM5ei01em9KS2Zr,2019-07-23T17:01:08Z,UCkvK_5omS-42Ovgah8KRKtg,I WORE MAKEUP FOR 24 HOURS ⏰ Did My Skin Survive?!,"HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya? Today I'm reviewing and doing a 24 hour makeup challenge with Urban Decay's new Stay Naked foundation and concealer! Now we all know I NEVER advise sleeping in makeup but these products gave a 24 HOUR WEAR claim on the packaging so I had to put them to the test! Now I also happen to be on a tour bus and headed to the Vans Warped Tour so you know this isn't some basic ""first impressions"" haha Does the formula of these products hold up in the heat and humidity, a rock show and sleeping?? Watch and find out!  ⭐ SHOP Jeffree Star Cosmetics JAWBREAKER Collection: https://bit.ly/2Kyml7F 💖 SHOP THE MORPHE X JEFFREE STAR BRUSH & SPONGE COLLECTION ▷ https://bit.ly/2UFLvCb  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH SURPRISING MY BOYFRIEND W HIS DREAM CAR  ► https://bit.ly/2ObF2At  🎀 WATCH MY PINK VAULT CLOSET TOUR ▷ https://www.youtube.com/watch?v=CwMBrNEpYfs  🍔 TRYING DOLLAR TREE MAKEUP FOR THE FIRST TIME ▷ https://www.youtube.com/watch?v=1zwko8D5lRw  💄 WATCH SHANE DAWSON CONTROL MY LIFE FOR A DAY  ► https://bit.ly/2v077Oq",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,79,youtube#video,s9z-5zoJKfk,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-07-23,7346390
81,youtube#playlistItem,BzqPplrII8qFGL72NqHQhF7DKRM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLmw0Uk1XYmZ3RVU4,2019-07-19T16:00:18Z,UCkvK_5omS-42Ovgah8KRKtg,E.L.F. Jelly Makeup.. Is It Jeffree Star Approved?!,"HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya? Today I'm testing out ELF's new JellyPop summer collection! These products are watermelon infused and range from $5-$10.00 only!! Are the skin care & makeup products Jeffree Star Approved?? Grab a Redbull and watch to find out!  💦 SHOP THE ICONIC METAL STRAWS HERE: https://jeffreestarcosmetics.com/collections/accessories WANT MORE?? 💛 Watch me try a FULL FACE of ELF MAKEUP! ▷ https://www.youtube.com/watch?v=RfqMkTsUhAY  ⭐ SHOP Jeffree Star Cosmetics JAWBREAKER Collection: https://bit.ly/2Kyml7F 💖 SHOP THE MORPHE X JEFFREE STAR BRUSH & SPONGE COLLECTION ▷ https://bit.ly/2UFLvCb  *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  🍔 WATCH my TACOBELL MUKBANG feat. Trisha Paytas ▷ https://bit.ly/2w7amYf  🎀 WATCH ME READ MEAN HATE COMMENTS IN ASMR ▷ https://bit.ly/2HUDcwr  💄 WATCH SHANE DAWSON CONTROL MY LIFE FOR A DAY  ► https://bit.ly/2v077Oq  MUSIC: ► 3rd Prototype ► ”Feels So Good” - https://www.youtube.com/watch?v=KhSyOp2YrWI (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,80,youtube#video,l4RMWbfwEU8,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-07-19,11931646
82,youtube#playlistItem,bfpA3dLVVYFMBiSZRmN_MiJPEdM,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLkRDclRNS28wQmF3,2019-07-14T17:00:18Z,UCkvK_5omS-42Ovgah8KRKtg,Surprising My Boyfriend With His Dream Car!,WANT MORE?? 💛 Watch Shane Dawson & I Review Kylie Skin... ▷ https://www.youtube.com/watch?v=gnhub9-KLsE  ⭐ SHOP Jeffree Star Cosmetics JAWBREAKER Collection: https://bit.ly/2Kyml7F 💖 SHOP THE MORPHE X JEFFREE STAR BRUSH & SPONGE COLLECTION ▷ https://bit.ly/2UFLvCb  + Follow my TWITCH: https://www.twitch.tv/jeffreestar *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  🍔 WATCH my TACOBELL MUKBANG feat. Trisha Paytas ▷ https://bit.ly/2w7amYf  🎀 WATCH ME READ MEAN HATE COMMENTS IN ASMR ▷ https://bit.ly/2HUDcwr  💄 WATCH SHANE DAWSON CONTROL MY LIFE FOR A DAY  ► https://bit.ly/2v077Oq  MUSIC: ► Diamond Eyes ► ”Flutter” - https://www.youtube.com/watch?v=lEHM9HZf0IA (courtesy of NoCopyrightSounds),jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,81,youtube#video,DCrTMKo0Baw,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-07-14,13569037
83,youtube#playlistItem,TUtYWnnd04EEP9mhR3I9sTWKewc,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLl9pVUpUTUxSNEdB,2019-07-05T16:00:06Z,UCkvK_5omS-42Ovgah8KRKtg,"Losing My $60,000 Birkin While Buying Drugstore Makeup","HEY EVERYONE... Welcome Back to my channel!!! Hi, How Are Ya??? Today I'm finally reviewing and testing out drugstore makeup in another country! I was just in London and all over the UK with one of my close friends Mmmmitchell on our sold out makeup class tour where on a day off, I went to Superdrug & Boots to try and find affordable AMAZING cheap makeup! My life is never a dull moment, so of course when we landed back in LA, all our suitcases were missing... Follow our journey of lost luggage, losing my brand new Birkin bag and FINALLY doing a FULL face of Foreign Drugstore Makeup!!  🎀 SHOP Tatti Lashes x Mmmmitchell collab: https://tattilashes.com/collections/tatti-lashes-x-mmmmitchell 💖 SHOP THE MORPHE X JEFFREE STAR BRUSH & SPONGE COLLECTION ▷ https://bit.ly/2UFLvCb  WANT MORE?? 💛 Watch Shane Dawson & I Review Kylie Skin... ▷ https://www.youtube.com/watch?v=gnhub9-KLsE  ⭐ SHOP Jeffree Star Cosmetics JAWBREAKER Collection: https://bit.ly/2Kyml7F  + Follow my TWITCH: https://www.twitch.tv/jeffreestar *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  🍔 WATCH my TACOBELL MUKBANG feat. Trisha Paytas ▷ https://bit.ly/2w7amYf  🎀 WATCH ME READ MEAN HATE COMMENTS IN ASMR ▷ https://bit.ly/2HUDcwr  💄 WATCH SHANE DAWSON CONTROL MY LIFE FOR A DAY  ► https://bit.ly/2v077Oq  MUSIC: ► Dirty Palm ► ”No Stopping Love” - https://www.youtube.com/watch?v=xFoGtSiqins (courtesy of NoCopyrightSounds)",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,82,youtube#video,_iUJTMLR4GA,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-07-05,11742041
84,youtube#playlistItem,8XRIYnICL4D-MKzfHyQOvJiFou0,VVVrdktfNW9tUy00Mk92Z2FoOEtSS3RnLnhDREFwdHJJdVJj,2019-06-15T17:00:09Z,UCkvK_5omS-42Ovgah8KRKtg,Can This $20.00 Foundation Cover My Sadness? Let's Find Out...,"HEY EVERYONE... Welcome BACK to my channel. It's been a very emotional and sad week here in the Star house but makeup makes me feel calm and takes my mind away from feeling anxious. Last week I started to film a review on the Juvia's Place I AM MAGIC Foundation and I didn't get to actually try it... So here I am ready to sit down, talk and test out this foundation. Today I dive into some topics regarding mental health, self-love and some things that are on my mind... Also, we find out if Juvia's Place new foundation and concealer are Jeffree Star Approved.  WANT MORE?? 💛 Watch Shane Dawson & I Review Kylie Skin... ▷ https://www.youtube.com/watch?v=gnhub9-KLsE  ⭐ SHOP Jeffree Star Cosmetics THE GLOSS: lip glosses: https://bit.ly/2Ie1aUE  + Follow my TWITCH: https://www.twitch.tv/jeffreestar *SHOP: http://www.jeffreestarcosmetics.com + FOLLOW MY BRAND ON Instagram: http://instagram.com/jeffreestarcosmetics +FOLLOW ME ON IG: http://instagram.com/jeffreestar + SNAPCHAT: jeffreedahmer + TWITTER: @jeffreestar  WATCH MORE VIDEOS...................❤️  🔮 WATCH FULL FACE OF BRANDS THAT HATE ME  ► https://bit.ly/2O6GgJi  🍔 WATCH my TACOBELL MUKBANG feat. Trisha Paytas ▷ https://bit.ly/2w7amYf  🎀 WATCH ME READ MEAN HATE COMMENTS IN ASMR ▷ https://bit.ly/2HUDcwr  💄 WATCH SHANE DAWSON CONTROL MY LIFE FOR A DAY  ► https://bit.ly/2v077Oq",jeffreestar,UUkvK_5omS-42Ovgah8KRKtg,83,youtube#video,xCDAptrIuRc,jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,2019-06-15,8745342
